id,name,quality,effect,craftable,price,exist
451, 'Bonk Boy', '5', 'Dead Presidents',1,3109.95, '27'
451, 'Bonk Boy', '5', 'Miami Nights',1,12094.25, '26'
451, 'Bonk Boy', '5', 'Disco Beat Down',1,29026.2, '17'
451, 'Bonk Boy', '5', 'Sulphurous',1,76021, '3'
451, 'Bonk Boy', '5', 'Electrostatic',1,14513.1, '3'
451, 'Bonk Boy', '5', 'Power Surge',1,36282.75, '2'
451, 'Bonk Boy', '5', 'Purple Confetti',1,4215.71, '9'
451, 'Bonk Boy', '5', 'Time Warp',1,1315.44, 'sorry :('
451, 'Bonk Boy', '5', 'Green Black Hole',1,43608.41, '3'
451, 'Bonk Boy', '5', 'Roboactive',1,69110, '6'
451, 'Bonk Boy', '5', 'Haunted Ghosts',1,23497.4, '12'
451, 'Bonk Boy', '5', 'Green Energy',1,55288, '11'
451, 'Bonk Boy', '5', 'Aces High',1,3870.16, '17'
451, 'Bonk Boy', '5', 'Arcana',1,172775, '5'
451, 'Bonk Boy', '5', 'Molten Mallard',1,12439.8, '5'
451, 'Bonk Boy', '5', 'Morning Glory',1,27644, '6'
451, 'Bonk Boy', '5', 'Demonflame',1,63581.2, '4'
451, 'Bonk Boy', '5', 'Death at Dusk',1,31099.5, '3'
451, 'Bonk Boy', '5', 'Frostbite',1,13822, '4'
451, 'Bonk Boy', '5', 'Poisoned Shadows',1,14582.21, 'sorry :('
451, 'Bonk Boy', '5', 'Haunted Phantasm Jr',1,69110, 'sorry :('
451, 'Bonk Boy', '5', 'Bonzo The All-Gnawing',1,20733, 'sorry :('
451, 'Bonk Boy', '5', 'Ghastly Ghosts Jr',1,155497.5, 'sorry :('
451, 'Bonk Boy', '5', 'Chiroptera Venenata',1,179686, 'sorry :('
451, 'Bonk Boy', '5', 'Anti-Freeze',1,50104.75, '2'
451, 'Bonk Boy', '6',0,0,2.33, '8305'
451, 'Bonk Boy', '6',0,1,1.77, '50331'
451, 'Bonk Boy', '11',0,0,483.77, '31'
451, 'Bonk Boy', '11',0,1,559.791, '759'
453,Hero's Tail, '1',0,1,155.4975, '8750'
453,Hero's Tail, '6',0,1,10, '32562'
454,Sign of the Wolf's School, '1',0,1,25.66, '7854'
454,Sign of the Wolf's School, '6',0,1,1.66, '10835'
459, 'Cosa Nostra Cap', '5', 'Purple Energy',1,4146.6, '10'
459, 'Cosa Nostra Cap', '5', 'Circling TF Logo',1,1658.64, '19'
459, 'Cosa Nostra Cap', '5', 'Massed Flies',1,829.32, '8'
459, 'Cosa Nostra Cap', '5', 'Burning Flames',1,7602.1, '7'
459, 'Cosa Nostra Cap', '5', 'Scorching Flames',1,12439.8, '12'
459, 'Cosa Nostra Cap', '5', 'Searing Plasma',1,1935.08, '10'
459, 'Cosa Nostra Cap', '5', 'Vivid Plasma',1,2280.63, '12'
459, 'Cosa Nostra Cap', '5', 'Sunbeams',1,9675.4, '15'
459, 'Cosa Nostra Cap', '5', 'Circling Peace Sign',1,1313.09, '11'
459, 'Cosa Nostra Cap', '5', 'Circling Heart',1,3109.95, '18'
459, 'Cosa Nostra Cap', '5', 'Stormy Storm',1,1935.08, '46'
459, 'Cosa Nostra Cap', '5', 'Blizzardy Storm',1,1727.75, '37'
459, 'Cosa Nostra Cap', '5',Nuts n' Bolts,1,898.43, '30'
459, 'Cosa Nostra Cap', '5', 'Orbiting Planets',1,898.43, '39'
459, 'Cosa Nostra Cap', '5', 'Orbiting Fire',1,1036.65, '36'
459, 'Cosa Nostra Cap', '5', 'Bubbling',1,829.32, '30'
459, 'Cosa Nostra Cap', '5', 'Smoking',1,967.54, '35'
459, 'Cosa Nostra Cap', '5', 'Steaming',1,829.32, '42'
459, 'Cosa Nostra Cap', '5', 'Flaming Lantern',1,2626.18, '3'
459, 'Cosa Nostra Cap', '5', 'Cloudy Moon',1,10366.5, '4'
459, 'Cosa Nostra Cap', '5', 'Cauldron Bubbles',1,3317.28, '3'
459, 'Cosa Nostra Cap', '5', 'Eerie Orbiting Fire',1,4837.7, '7'
459, 'Cosa Nostra Cap', '5', 'Misty Skull',1,22529.86, '4'
459, 'Cosa Nostra Cap', '5', 'Harvest Moon',1,36628.3, '2'
459, 'Cosa Nostra Cap', '5',It's A Secret To Everybody,1,16586.4, '5'
459, 'Cosa Nostra Cap', '5', 'Stormy 13th Hour',1,12439.8, '3'
459, 'Cosa Nostra Cap', '5', 'Kill-a-Watt',1,898.43, '31'
459, 'Cosa Nostra Cap', '5', 'Terror-Watt',1,1105.76, '26'
459, 'Cosa Nostra Cap', '5', 'Cloud 9',1,1589.53, '25'
459, 'Cosa Nostra Cap', '5', 'Aces High',1,691.1, '38'
459, 'Cosa Nostra Cap', '5', 'Green Confetti',1,1520.42, '6'
459, 'Cosa Nostra Cap', '5', 'Dead Presidents',1,691.1, '33'
459, 'Cosa Nostra Cap', '5', 'Miami Nights',1,2073.3, '22'
459, 'Cosa Nostra Cap', '5', 'Disco Beat Down',1,2833.51, '29'
459, 'Cosa Nostra Cap', '5', 'Sulphurous',1,6911, '3'
459, 'Cosa Nostra Cap', '5', 'Power Surge',1,2073.3, '3'
459, 'Cosa Nostra Cap', '5', 'Anti-Freeze',1,4630.37, '4'
459, 'Cosa Nostra Cap', '5', 'Purple Confetti',1,2487.96, '6'
459, 'Cosa Nostra Cap', '5', 'Time Warp',1,6911, '2'
459, 'Cosa Nostra Cap', '5', 'Roboactive',1,12439.8, '3'
459, 'Cosa Nostra Cap', '5', 'Poisoned Shadows',1,62199, '4'
459, 'Cosa Nostra Cap', '5', 'Haunted Ghosts',1,4146.6, '9'
459, 'Cosa Nostra Cap', '5', 'Demonflame',1,8293.2, '4'
459, 'Cosa Nostra Cap', '5', 'Green Energy',1,10366.5, '7'
459, 'Cosa Nostra Cap', '5', 'Ghastly Ghosts Jr',1,4215.71, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Green Black Hole',1,11057.6, '2'
459, 'Cosa Nostra Cap', '5', 'Haunted Phantasm Jr',1,4008.38, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Memory Leak',1,3109.95, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Hellfire',1,9329.85, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Something Burning This Way Comes',1,29026.2, '4'
459, 'Cosa Nostra Cap', '5', 'Arcana',1,11057.6, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Death at Dusk',1,6565.45, '2'
459, 'Cosa Nostra Cap', '5', 'Frostbite',1,11057.6, '4'
459, 'Cosa Nostra Cap', '5', 'Electrostatic',1,1935.08, '2'
459, 'Cosa Nostra Cap', '5', 'Darkblaze',1,29026.2, '2'
459, 'Cosa Nostra Cap', '5', 'Stare From Beyond',1,10366.5, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Starstorm Slumber',1,4768.59, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Overclocked',1,1865.97, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Molten Mallard',1,13822, 'sorry :('
459, 'Cosa Nostra Cap', '5', 'Amaranthine',1,16724.62, '3'
459, 'Cosa Nostra Cap', '5', 'Phosphorous',1,15204.2, 'sorry :('
459, 'Cosa Nostra Cap', '6',0,0,9.44, '6238'
459, 'Cosa Nostra Cap', '6',0,1,2.77, '54541'
462, 'Made Man', '6',0,0,5.33, '6640'
462, 'Made Man', '6',0,1,1.77, '47563'
465,Conjurer's Cowl, '1',0,1,26.44, '15959'
465,Conjurer's Cowl, '5', 'Purple Energy',1,10366.5, '16'
465,Conjurer's Cowl, '5', 'Circling TF Logo',1,1865.97, '13'
465,Conjurer's Cowl, '5', 'Massed Flies',1,967.54, '14'
465,Conjurer's Cowl, '5', 'Burning Flames',1,17968.6, '14'
465,Conjurer's Cowl, '5', 'Scorching Flames',1,17277.5, '15'
465,Conjurer's Cowl, '5', 'Searing Plasma',1,2418.85, '21'
465,Conjurer's Cowl, '5', 'Vivid Plasma',1,6911, '8'
465,Conjurer's Cowl, '5', 'Sunbeams',1,8638.75, '21'
465,Conjurer's Cowl, '5', 'Circling Peace Sign',1,2004.19, '12'
465,Conjurer's Cowl, '5', 'Circling Heart',1,5528.8, '10'
465,Conjurer's Cowl, '5', 'Stormy Storm',1,2073.3, '38'
465,Conjurer's Cowl, '5', 'Blizzardy Storm',1,2487.96, '41'
465,Conjurer's Cowl, '5',Nuts n' Bolts,1,691.1, '32'
465,Conjurer's Cowl, '5', 'Orbiting Planets',1,760.21, '40'
465,Conjurer's Cowl, '5', 'Orbiting Fire',1,1313.09, '50'
465,Conjurer's Cowl, '5', 'Bubbling',1,898.43, '37'
465,Conjurer's Cowl, '5', 'Smoking',1,1036.65, '48'
465,Conjurer's Cowl, '5', 'Steaming',1,587.435, '47'
465,Conjurer's Cowl, '5', 'Flaming Lantern',1,2418.85, '3'
465,Conjurer's Cowl, '5', 'Cloudy Moon',1,24879.6, '5'
465,Conjurer's Cowl, '5', 'Cauldron Bubbles',1,5183.25, '2'
465,Conjurer's Cowl, '5', 'Eerie Orbiting Fire',1,3455.5, '8'
465,Conjurer's Cowl, '5', 'Harvest Moon',1,29302.64, '6'
465,Conjurer's Cowl, '5',It's A Secret To Everybody,1,15895.3, 'sorry :('
465,Conjurer's Cowl, '5', 'Stormy 13th Hour',1,31790.6, 'sorry :('
465,Conjurer's Cowl, '5', 'Terror-Watt',1,760.21, '35'
465,Conjurer's Cowl, '5', 'Cloud 9',1,1935.08, '28'
465,Conjurer's Cowl, '5', 'Aces High',1,898.43, '34'
465,Conjurer's Cowl, '5', 'Dead Presidents',1,1036.65, '24'
465,Conjurer's Cowl, '5', 'Green Confetti',1,967.54, '13'
465,Conjurer's Cowl, '5', 'Miami Nights',1,1727.75, '32'
465,Conjurer's Cowl, '5', 'Disco Beat Down',1,3179.06, '43'
465,Conjurer's Cowl, '5', 'Phosphorous',1,5183.25, '7'
465,Conjurer's Cowl, '5', 'Sulphurous',1,6565.45, '3'
465,Conjurer's Cowl, '5', 'Memory Leak',1,3179.06, '5'
465,Conjurer's Cowl, '5', 'Overclocked',1,2764.4, '3'
465,Conjurer's Cowl, '5', 'Power Surge',1,5321.47, '3'
465,Conjurer's Cowl, '5', 'Purple Confetti',1,1382.2, '9'
465,Conjurer's Cowl, '5', 'Green Black Hole',1,11748.7, '2'
465,Conjurer's Cowl, '5', 'Spellbound',1,16171.74, 'sorry :('
465,Conjurer's Cowl, '5', 'Chiroptera Venenata',1,34900.55, '3'
465,Conjurer's Cowl, '5', 'Haunted Ghosts',1,3801.05, '9'
465,Conjurer's Cowl, '5', 'Green Energy',1,6219.9, '14'
465,Conjurer's Cowl, '5', 'Kill-a-Watt',1,829.32, '34'
465,Conjurer's Cowl, '5', 'Time Warp',1,7947.65, '4'
465,Conjurer's Cowl, '5', 'Molten Mallard',1,3455.5, '5'
465,Conjurer's Cowl, '5', 'Bonzo The All-Gnawing',1,31099.5, 'sorry :('
465,Conjurer's Cowl, '5', 'Hellfire',1,55702.66, '2'
465,Conjurer's Cowl, '5', 'Frostbite',1,24188.5, '6'
465,Conjurer's Cowl, '5', 'Poisoned Shadows',1,62199, '4'
465,Conjurer's Cowl, '5', 'Morning Glory',1,13822, '4'
465,Conjurer's Cowl, '5', 'Haunted Phantasm Jr',1,6219.9, 'sorry :('
465,Conjurer's Cowl, '5', 'Ghastly Ghosts Jr',1,5183.25, '3'
465,Conjurer's Cowl, '5', 'Death at Dusk',1,17277.5, '8'
465,Conjurer's Cowl, '5', 'Arcana',1,27644, 'sorry :('
465,Conjurer's Cowl, '5', 'Electrostatic',1,3939.27, '4'
465,Conjurer's Cowl, '5', 'Knifestorm',1,13822, 'sorry :('
465,Conjurer's Cowl, '5', 'Darkblaze',1,7878.54, '2'
465,Conjurer's Cowl, '6',0,0,1727.75, '28'
465,Conjurer's Cowl, '6',0,1,1.44, '40566'
465,Conjurer's Cowl, '14',0,1,5252.36, '3'
467, 'Planeswalker Helm', '1',0,1,17.11, '8112'
467, 'Planeswalker Helm', '6',0,1,1.39, '10540'
468, 'Planeswalker Goggles', '1',0,1,54.11, '8778'
468, 'Planeswalker Goggles', '6',0,1,1.77, '15320'
478,Copper's Hard Top, '5', 'Purple Energy',1,2557.07, '8'
478,Copper's Hard Top, '5', 'Circling TF Logo',1,760.21, '12'
478,Copper's Hard Top, '5', 'Massed Flies',1,621.99, '10'
478,Copper's Hard Top, '5', 'Burning Flames',1,2833.51, '8'
478,Copper's Hard Top, '5', 'Scorching Flames',1,2211.52, '19'
478,Copper's Hard Top, '5', 'Searing Plasma',1,621.99, '8'
478,Copper's Hard Top, '5', 'Vivid Plasma',1,1105.76, '5'
478,Copper's Hard Top, '5', 'Sunbeams',1,1865.97, '12'
478,Copper's Hard Top, '5', 'Circling Peace Sign',1,1243.98, '7'
478,Copper's Hard Top, '5', 'Circling Heart',1,1174.87, '6'
478,Copper's Hard Top, '5', 'Stormy Storm',1,552.88, '44'
478,Copper's Hard Top, '5', 'Blizzardy Storm',1,621.99, '35'
478,Copper's Hard Top, '5',Nuts n' Bolts,1,449.215, '32'
478,Copper's Hard Top, '5', 'Orbiting Planets',1,656.545, '37'
478,Copper's Hard Top, '5', 'Orbiting Fire',1,587.435, '44'
478,Copper's Hard Top, '5', 'Bubbling',1,483.77, '30'
478,Copper's Hard Top, '5', 'Smoking',1,621.99, '41'
478,Copper's Hard Top, '5', 'Steaming',1,449.215, '31'
478,Copper's Hard Top, '5', 'Flaming Lantern',1,1658.64, '4'
478,Copper's Hard Top, '5', 'Cloudy Moon',1,4077.49, '3'
478,Copper's Hard Top, '5', 'Cauldron Bubbles',1,898.43, '6'
478,Copper's Hard Top, '5', 'Eerie Orbiting Fire',1,829.32, '6'
478,Copper's Hard Top, '5', 'Knifestorm',1,16240.85, '4'
478,Copper's Hard Top, '5', 'Misty Skull',1,2833.51, 'sorry :('
478,Copper's Hard Top, '5', 'Harvest Moon',1,4837.7, '2'
478,Copper's Hard Top, '5', 'Terror-Watt',1,483.77, '29'
478,Copper's Hard Top, '5', 'Cloud 9',1,829.32, '20'
478,Copper's Hard Top, '5', 'Aces High',1,621.99, '18'
478,Copper's Hard Top, '5', 'Green Confetti',1,449.215, '8'
478,Copper's Hard Top, '5', 'Dead Presidents',1,483.77, '30'
478,Copper's Hard Top, '5', 'Miami Nights',1,760.21, '37'
478,Copper's Hard Top, '5', 'Disco Beat Down',1,829.32, '32'
478,Copper's Hard Top, '5', 'Overclocked',1,1589.53, '3'
478,Copper's Hard Top, '5', 'Anti-Freeze',1,3870.16, 'sorry :('
478,Copper's Hard Top, '5', 'Purple Confetti',1,552.88, '9'
478,Copper's Hard Top, '5', 'Green Black Hole',1,15895.3, '5'
478,Copper's Hard Top, '5', 'Chiroptera Venenata',1,14098.44, '2'
478,Copper's Hard Top, '5', 'Something Burning This Way Comes',1,2349.74, 'sorry :('
478,Copper's Hard Top, '5', 'Haunted Ghosts',1,1174.87, '11'
478,Copper's Hard Top, '5', 'Green Energy',1,1243.98, '9'
478,Copper's Hard Top, '5', 'Kill-a-Watt',1,1105.76, '14'
478,Copper's Hard Top, '5', 'Roboactive',1,1865.97, '4'
478,Copper's Hard Top, '5', 'Memory Leak',1,1243.98, '2'
478,Copper's Hard Top, '5', 'Arcana',1,3870.16, 'sorry :('
478,Copper's Hard Top, '5', 'Phosphorous',1,2073.3, '5'
478,Copper's Hard Top, '5', 'Electrostatic',1,760.21, '2'
478,Copper's Hard Top, '5', 'Haunted Phantasm Jr',1,2073.3, '2'
478,Copper's Hard Top, '5', 'Demonflame',1,17277.5, '2'
478,Copper's Hard Top, '5', 'Death at Dusk',1,4492.15, '2'
478,Copper's Hard Top, '5', 'Time Warp',1,7602.1, '5'
478,Copper's Hard Top, '5', 'Molten Mallard',1,1243.98, '2'
478,Copper's Hard Top, '5', 'Morning Glory',1,2418.85, '4'
478,Copper's Hard Top, '5', 'Amaranthine',1,13130.9, 'sorry :('
478,Copper's Hard Top, '5', 'Frostbite',1,4837.7, '3'
478,Copper's Hard Top, '5', 'Stormy 13th Hour',1,4146.6, 'sorry :('
478,Copper's Hard Top, '5', 'Power Surge',1,2004.19, '2'
478,Copper's Hard Top, '5', 'Bonzo The All-Gnawing',1,50104.75, '2'
478,Copper's Hard Top, '5', 'Hellfire',1,17968.6, 'sorry :('
478,Copper's Hard Top, '5', 'Neutron Star',1,2764.4, 'sorry :('
478,Copper's Hard Top, '5', 'Spellbound',1,18383.26, 'sorry :('
478,Copper's Hard Top, '6',0,0,7.88, '698'
478,Copper's Hard Top, '6',0,1,1.39, '26386'
479, 'Security Shades', '6',0,0,72.5655, '3969'
479, 'Security Shades', '6',0,1,2.77, '43487'
480,Tam O' Shanter, '5', 'Purple Energy',1,2902.62, '13'
480,Tam O' Shanter, '5', 'Circling TF Logo',1,691.1, '16'
480,Tam O' Shanter, '5', 'Massed Flies',1,829.32, '6'
480,Tam O' Shanter, '5', 'Burning Flames',1,2764.4, '16'
480,Tam O' Shanter, '5', 'Scorching Flames',1,7602.1, '5'
480,Tam O' Shanter, '5', 'Searing Plasma',1,1174.87, '8'
480,Tam O' Shanter, '5', 'Vivid Plasma',1,1451.31, '11'
480,Tam O' Shanter, '5', 'Sunbeams',1,4492.15, '4'
480,Tam O' Shanter, '5', 'Circling Peace Sign',1,967.54, '8'
480,Tam O' Shanter, '5', 'Circling Heart',1,1036.65, '15'
480,Tam O' Shanter, '5', 'Stormy Storm',1,1382.2, '41'
480,Tam O' Shanter, '5', 'Blizzardy Storm',1,1382.2, '42'
480,Tam O' Shanter, '5',Nuts n' Bolts,1,552.88, '27'
480,Tam O' Shanter, '5', 'Orbiting Planets',1,760.21, '50'
480,Tam O' Shanter, '5', 'Orbiting Fire',1,621.99, '40'
480,Tam O' Shanter, '5', 'Bubbling',1,552.88, '47'
480,Tam O' Shanter, '5', 'Smoking',1,829.32, '50'
480,Tam O' Shanter, '5', 'Steaming',1,449.215, '28'
480,Tam O' Shanter, '5', 'Flaming Lantern',1,1313.09, '5'
480,Tam O' Shanter, '5', 'Cloudy Moon',1,4146.6, '8'
480,Tam O' Shanter, '5', 'Cauldron Bubbles',1,967.54, '9'
480,Tam O' Shanter, '5', 'Eerie Orbiting Fire',1,1451.31, '3'
480,Tam O' Shanter, '5', 'Knifestorm',1,15549.75, '5'
480,Tam O' Shanter, '5', 'Misty Skull',1,13130.9, '6'
480,Tam O' Shanter, '5', 'Harvest Moon',1,15204.2, '4'
480,Tam O' Shanter, '5',It's A Secret To Everybody,1,259.37, 'sorry :('
480,Tam O' Shanter, '5', 'Terror-Watt',1,1036.65, '36'
480,Tam O' Shanter, '5', 'Cloud 9',1,1174.87, '29'
480,Tam O' Shanter, '5', 'Aces High',1,449.215, '32'
480,Tam O' Shanter, '5', 'Green Confetti',1,829.32, '15'
480,Tam O' Shanter, '5', 'Purple Confetti',1,621.99, '3'
480,Tam O' Shanter, '5', 'Haunted Ghosts',1,1036.65, '10'
480,Tam O' Shanter, '5', 'Green Energy',1,2833.51, '11'
480,Tam O' Shanter, '5', 'Kill-a-Watt',1,691.1, '26'
480,Tam O' Shanter, '5', 'Miami Nights',1,967.54, '23'
480,Tam O' Shanter, '5', 'Hellfire',1,43193.75, '2'
480,Tam O' Shanter, '5', 'Roboactive',1,8293.2, '5'
480,Tam O' Shanter, '5', 'Disco Beat Down',1,1382.2, '37'
480,Tam O' Shanter, '5', 'Memory Leak',1,1105.76, '6'
480,Tam O' Shanter, '5', 'Dead Presidents',1,621.99, '35'
480,Tam O' Shanter, '5', 'Power Surge',1,1727.75, '3'
480,Tam O' Shanter, '5', 'Death at Dusk',1,2418.85, '3'
480,Tam O' Shanter, '5', 'Green Black Hole',1,6565.45, '6'
480,Tam O' Shanter, '5', 'Morning Glory',1,8293.2, '9'
480,Tam O' Shanter, '5', 'Chiroptera Venenata',1,24188.5, '2'
480,Tam O' Shanter, '5', 'Anti-Freeze',1,6219.9, '5'
480,Tam O' Shanter, '5', 'Poisoned Shadows',1,40083.8, 'sorry :('
480,Tam O' Shanter, '5', 'Frostbite',1,3455.5, '4'
480,Tam O' Shanter, '5', 'Stormy 13th Hour',1,19350.8, '2'
480,Tam O' Shanter, '5', 'Time Warp',1,4284.82, '3'
480,Tam O' Shanter, '5', 'Stare From Beyond',1,4146.6, 'sorry :('
480,Tam O' Shanter, '5', 'Electrostatic',1,898.43, '3'
480,Tam O' Shanter, '5', 'Starstorm Slumber',1,1658.64, '2'
480,Tam O' Shanter, '5', 'Demonflame',1,6911, '2'
480,Tam O' Shanter, '5', 'Arcana',1,33863.9, 'sorry :('
480,Tam O' Shanter, '5', 'Sulphurous',1,4146.6, '2'
480,Tam O' Shanter, '5', 'Molten Mallard',1,1796.86, '2'
480,Tam O' Shanter, '5', 'Phosphorous',1,3109.95, '4'
480,Tam O' Shanter, '5', 'Overclocked',1,2073.3, 'sorry :('
480,Tam O' Shanter, '6',0,0,11.55, '577'
480,Tam O' Shanter, '6',0,1,1.39, '39213'
481, 'Stately Steel Toe', '5', 'Purple Energy',1,1935.08, '10'
481, 'Stately Steel Toe', '5', 'Circling TF Logo',1,621.99, '9'
481, 'Stately Steel Toe', '5', 'Massed Flies',1,1036.65, '12'
481, 'Stately Steel Toe', '5', 'Burning Flames',1,1796.86, '18'
481, 'Stately Steel Toe', '5', 'Scorching Flames',1,1727.75, '13'
481, 'Stately Steel Toe', '5', 'Searing Plasma',1,1036.65, '12'
481, 'Stately Steel Toe', '5', 'Vivid Plasma',1,691.1, '13'
481, 'Stately Steel Toe', '5', 'Circling Peace Sign',1,898.43, '4'
481, 'Stately Steel Toe', '5', 'Circling Heart',1,967.54, '12'
481, 'Stately Steel Toe', '5', 'Stormy Storm',1,829.32, '44'
481, 'Stately Steel Toe', '5', 'Blizzardy Storm',1,898.43, '48'
481, 'Stately Steel Toe', '5',Nuts n' Bolts,1,449.215, '26'
481, 'Stately Steel Toe', '5', 'Orbiting Planets',1,414.66, '37'
481, 'Stately Steel Toe', '5', 'Orbiting Fire',1,518.325, '35'
481, 'Stately Steel Toe', '5', 'Bubbling',1,621.99, '31'
481, 'Stately Steel Toe', '5', 'Smoking',1,621.99, '37'
481, 'Stately Steel Toe', '5', 'Steaming',1,552.88, '34'
481, 'Stately Steel Toe', '5', 'Flaming Lantern',1,59.27, '7'
481, 'Stately Steel Toe', '5', 'Cloudy Moon',1,2418.85, '3'
481, 'Stately Steel Toe', '5', 'Cauldron Bubbles',1,46.2, '2'
481, 'Stately Steel Toe', '5', 'Eerie Orbiting Fire',1,1451.31, '6'
481, 'Stately Steel Toe', '5', 'Knifestorm',1,4492.15, '5'
481, 'Stately Steel Toe', '5', 'Misty Skull',1,2764.4, '3'
481, 'Stately Steel Toe', '5', 'Terror-Watt',1,449.215, '27'
481, 'Stately Steel Toe', '5', 'Cloud 9',1,621.99, '21'
481, 'Stately Steel Toe', '5', 'Aces High',1,621.99, '25'
481, 'Stately Steel Toe', '5', 'Green Confetti',1,621.99, '10'
481, 'Stately Steel Toe', '5', 'Dead Presidents',1,518.325, '31'
481, 'Stately Steel Toe', '5', 'Miami Nights',1,760.21, '29'
481, 'Stately Steel Toe', '5', 'Disco Beat Down',1,483.77, '24'
481, 'Stately Steel Toe', '5', 'Phosphorous',1,1243.98, '2'
481, 'Stately Steel Toe', '5', 'Sulphurous',1,1727.75, 'sorry :('
481, 'Stately Steel Toe', '5', 'Memory Leak',1,898.43, '3'
481, 'Stately Steel Toe', '5', 'Overclocked',1,898.43, 'sorry :('
481, 'Stately Steel Toe', '5', 'Electrostatic',1,1313.09, '2'
481, 'Stately Steel Toe', '5', 'Purple Confetti',1,691.1, '8'
481, 'Stately Steel Toe', '5', 'Green Black Hole',1,4423.04, '5'
481, 'Stately Steel Toe', '5', 'Roboactive',1,1727.75, '6'
481, 'Stately Steel Toe', '5', 'Haunted Ghosts',1,1243.98, '11'
481, 'Stately Steel Toe', '5', 'Green Energy',1,1382.2, '9'
481, 'Stately Steel Toe', '5', 'Kill-a-Watt',1,414.66, '28'
481, 'Stately Steel Toe', '5', 'Darkblaze',1,5528.8, '4'
481, 'Stately Steel Toe', '5', 'Molten Mallard',1,2073.3, '12'
481, 'Stately Steel Toe', '5', 'Demonflame',1,4975.92, '2'
481, 'Stately Steel Toe', '5', 'Sunbeams',1,5252.36, '2'
481, 'Stately Steel Toe', '5', 'Frostbite',1,1935.08, '3'
481, 'Stately Steel Toe', '5', 'Death at Dusk',1,2142.41, '5'
481, 'Stately Steel Toe', '5', 'Morning Glory',1,2073.3, '2'
481, 'Stately Steel Toe', '5', 'Something Burning This Way Comes',1,2764.4, 'sorry :('
481, 'Stately Steel Toe', '5', 'Hellfire',1,4423.04, '3'
481, 'Stately Steel Toe', '5', 'Power Surge',1,967.54, '4'
481, 'Stately Steel Toe', '5', 'Time Warp',1,5045.03, '5'
481, 'Stately Steel Toe', '5', 'Amaranthine',1,1451.31, '2'
481, 'Stately Steel Toe', '5', 'Chiroptera Venenata',1,2833.51, 'sorry :('
481, 'Stately Steel Toe', '5', 'Stare From Beyond',1,2487.96, '2'
481, 'Stately Steel Toe', '5', 'Spellbound',1,27644, 'sorry :('
481, 'Stately Steel Toe', '6',0,0,3, '473'
481, 'Stately Steel Toe', '6',0,1,1.33, '21970'
481, 'Stately Steel Toe', '14',0,1,4837.7, '3'
483,Rogue's Col Roule, '6',0,0,15.11, '11500'
483,Rogue's Col Roule, '6',0,1,2.11, '55904'
483,Rogue's Col Roule, '14',0,1,17277.5, '2'
484, 'Prairie Heel Biters', '6',0,0,1.88, '953'
484, 'Prairie Heel Biters', '6',0,1,1.39, '26723'
484, 'Prairie Heel Biters', '14',0,1,13822, '2'
485, 'Big Steel Jaw of Summer Fun', '6',0,0,33, '3584'
485, 'Big Steel Jaw of Summer Fun', '6',0,1,1.39, '34799'
486, 'Summer Shades', '6',0,1,34.44, '84377'
486, 'Summer Shades', '11',0,1,767.121, '3467'
490, 'Flip-Flops', '6',0,0,912.252, '4047'
490, 'Flip-Flops', '6',0,1,2418.85, '144'
491, 'Lucky No. 42', '6',0,0,376.6495, '2959'
491, 'Lucky No. 42', '6',0,1,2280.63, '100'
492, 'Summer Hat', '6',0,0,1935.08, '3180'
492, 'Summer Hat', '6',0,1,4837.7, '101'
514, 'Mask of the Shaman', '1',0,1,24.11, '15928'
514, 'Mask of the Shaman', '5', 'Burning Flames',1,159782.32, 'sorry :('
514, 'Mask of the Shaman', '5', 'Scorching Flames',1,828.57, 'sorry :('
514, 'Mask of the Shaman', '5', 'Searing Plasma',1,566.84, 'sorry :('
514, 'Mask of the Shaman', '5', 'Circling Peace Sign',1,13130.9, '3'
514, 'Mask of the Shaman', '5', 'Stormy Storm',1,10020.95, '5'
514, 'Mask of the Shaman', '5', 'Blizzardy Storm',1,4975.92, '2'
514, 'Mask of the Shaman', '5',Nuts n' Bolts,1,3248.17, '4'
514, 'Mask of the Shaman', '5', 'Orbiting Planets',1,5045.03, '5'
514, 'Mask of the Shaman', '5', 'Orbiting Fire',1,6772.78, '5'
514, 'Mask of the Shaman', '5', 'Bubbling',1,5736.13, '4'
514, 'Mask of the Shaman', '5', 'Smoking',1,5528.8, '2'
514, 'Mask of the Shaman', '5', 'Steaming',1,5528.8, '6'
514, 'Mask of the Shaman', '5', 'Flaming Lantern',1,27644, '2'
514, 'Mask of the Shaman', '5', 'Cloudy Moon',1,69110, 'sorry :('
514, 'Mask of the Shaman', '5', 'Cauldron Bubbles',1,521.37, 'sorry :('
514, 'Mask of the Shaman', '5', 'Eerie Orbiting Fire',1,35591.65, 'sorry :('
514, 'Mask of the Shaman', '5',It's A Secret To Everybody,1,1506.49, 'sorry :('
514, 'Mask of the Shaman', '5', 'Miami Nights',1,2626.18, '10'
